attacks,muslimtherm,persmuslim,radconcernus,radconcernworld,white,edu,partyid,date,age,christian,CA,muslim,female
1,50,70,70,91,1,5,6,30nov2015,31,1,0,0,1
1,50,100,0,0,1,6,4,30nov2015,39,0,0,0,1
1,90,100,60,100,1,5,6,30nov2015,23,0,0,0,0
1,92,100,40,74,1,5,5,30nov2015,26,1,0,0,1
1,25,50,100,100,0,5,3,30nov2015,36,1,0,0,1
1,34,61,32,25,0,5,4,30nov2015,,1,0,0,0
1,70,100,75,55,0,3,4,30nov2015,21,1,0,0,0
1,65,88,84,77,0,5,4,30nov2015,28,0,0,0,0
1,58,61,63,38,0,3,7,30nov2015,25,1,0,0,1
1,,85,90,80,1,2,3,30nov2015,40,0,0,0,0
1,71,90,12,61,1,5,3,30nov2015,23,1,0,0,1
1,72,78,60,77,1,5,7,30nov2015,24,0,0,0,1
1,86,87,72,92,0,5,6,30nov2015,64,0,0,0,0
1,39,68,83,85,1,4,5,30nov2015,32,0,0,0,1
1,,100,63,69,1,2,4,30nov2015,25,1,0,0,0
1,57,52,68,41,0,3,5,30nov2015,37,0,1,0,0
1,91,95,59,72,1,3,5,30nov2015,33,0,0,0,1
1,50,91,60,80,1,4,7,30nov2015,42,0,1,0,1
1,90,90,100,100,1,5,4,30nov2015,26,0,0,0,0
1,92,100,47,57,1,5,6,30nov2015,25,0,0,0,1
1,0,0,100,100,1,5,5,30nov2015,30,0,0,0,0
1,90,100,100,100,0,4,4,30nov2015,30,0,0,0,1
1,76,98,,,,,,30nov2015,,0,1,0,
1,50,80,55,60,1,2,5,30nov2015,24,0,0,0,1
1,50,78,1,98,1,3,5,30nov2015,21,0,0,0,1
1,50,50,20,20,0,4,6,30nov2015,61,1,0,0,1
1,,75,50,80,1,2,3,01dec2015,33,1,0,0,1
1,100,100,50,70,1,4,7,01dec2015,21,0,0,0,1
1,50,100,0,50,1,3,7,01dec2015,22,0,0,0,0
1,96,95,91,96,1,6,7,01dec2015,30,1,0,0,1
1,15,17,90,95,1,3,5,01dec2015,26,0,1,0,1
1,15,8,86,93,1,4,4,01dec2015,40,1,0,0,0
1,50,64,99,99,1,5,3,01dec2015,36,1,0,0,1
1,0,82,90,100,1,6,1,01dec2015,34,1,0,0,0
1,,93,,71,1,6,4,01dec2015,63,0,0,0,0
1,50,87,39,71,1,5,6,01dec2015,27,0,0,0,1
1,74,95,66,82,0,5,4,01dec2015,27,0,0,0,1
1,40,90,65,95,1,3,1,01dec2015,36,1,0,0,1
1,75,85,100,100,1,3,3,01dec2015,64,1,0,0,1
1,100,100,100,100,1,2,7,01dec2015,36,0,0,0,1
1,50,50,64,75,1,3,3,01dec2015,53,1,0,0,0
1,92,100,,,1,3,6,02dec2015,25,0,1,0,0
1,95,97,21,23,0,3,5,02dec2015,19,0,0,0,1
1,85,97,100,96,0,5,6,02dec2015,23,0,0,0,0
1,95,100,86,95,1,3,3,02dec2015,25,1,0,0,1
1,35,50,79,88,0,5,3,02dec2015,47,0,0,0,1
1,5,15,75,40,1,3,2,02dec2015,24,1,0,0,1
1,50,70,85,84,1,5,2,02dec2015,43,1,0,0,1
1,61,,75,59,1,5,5,02dec2015,33,0,0,0,0
1,95,100,85,85,0,6,7,02dec2015,30,1,0,0,1
1,52,98,53,5,1,3,5,02dec2015,29,0,0,0,1
1,0,0,0,0,1,6,4,02dec2015,60,0,0,0,0
1,62,,57,56,1,5,2,02dec2015,27,1,0,0,1
1,65,60,86,82,1,3,5,02dec2015,30,1,0,0,1
2,50,88,63,99,0,4,7,02dec2015,38,1,0,0,1
2,55,63,68,72,1,3,2,02dec2015,30,1,0,0,1
2,93,100,84,70,1,5,5,02dec2015,26,0,1,0,1
2,100,100,100,100,1,2,4,02dec2015,22,0,0,0,1
2,27,38,100,100,1,5,7,02dec2015,29,0,0,0,0
2,21,44,100,100,0,2,7,03dec2015,35,0,1,0,0
2,40,80,75,95,0,5,2,03dec2015,31,1,0,0,0
2,,100,40,40,0,3,4,03dec2015,34,0,0,0,0
2,75,77,40,60,1,2,4,03dec2015,43,0,0,0,1
2,7,40,86,89,1,4,2,03dec2015,42,0,0,0,1
2,10,68,100,100,1,6,1,03dec2015,45,1,0,0,0
2,37,40,56,70,1,3,3,03dec2015,21,0,0,0,0
2,,48,100,100,1,3,5,03dec2015,22,0,0,0,1
2,,60,90,100,1,3,3,03dec2015,22,1,0,0,0
2,37,,55,56,1,3,1,03dec2015,47,1,0,0,1
2,52,60,54,62,1,6,3,03dec2015,55,1,0,0,1
2,70,0,50,40,1,3,2,03dec2015,32,1,0,0,1
2,35,51,70,80,1,3,1,03dec2015,36,0,0,0,1
2,88,99,96,94,1,3,1,03dec2015,22,0,0,0,0
2,100,100,98,99,1,2,6,03dec2015,23,1,0,0,0
2,100,100,11,16,1,5,5,03dec2015,24,1,0,0,1
2,50,100,80,75,0,5,3,03dec2015,25,0,0,0,1
2,30,55,60,90,1,3,3,03dec2015,34,0,0,0,1
2,59,79,73,30,1,5,4,03dec2015,26,0,0,0,1
2,30,50,60,75,1,5,3,03dec2015,36,1,0,0,1
2,90,88,73,44,1,5,4,03dec2015,34,0,0,0,0
2,74,97,84,87,1,3,7,04dec2015,29,0,0,0,1
2,60,65,85,90,1,3,3,04dec2015,36,1,0,0,1
2,43,50,88,50,1,3,2,04dec2015,41,1,0,0,1
2,12,47,91,95,1,5,7,04dec2015,49,1,0,0,1
2,,,,100,0,6,6,04dec2015,28,0,0,0,1
2,50,50,50,80,1,5,7,04dec2015,26,0,1,0,1
2,15,49,95,97,1,2,5,04dec2015,38,1,0,0,1
2,,,,,1,5,5,04dec2015,23,0,0,0,1
2,64,,71,91,1,5,5,04dec2015,57,0,0,0,1
2,100,100,100,80,0,5,5,04dec2015,31,0,0,0,1
2,75,50,90,100,1,5,6,04dec2015,30,1,0,0,1
2,28,24,64,61,1,5,4,04dec2015,44,0,0,0,1
2,81,66,100,100,1,3,5,04dec2015,24,0,0,0,1
2,50,99,100,100,1,5,6,04dec2015,62,1,1,0,1
2,,,72,69,0,3,5,04dec2015,27,1,0,0,0
2,80,90,90,100,1,3,1,04dec2015,31,0,1,0,1
2,0,50,85,85,1,2,2,04dec2015,50,1,0,0,0
2,,,75,75,1,5,7,04dec2015,27,0,0,0,1
2,52,91,61,43,1,3,6,04dec2015,41,1,0,0,0
2,55,50,50,50,1,2,4,04dec2015,45,0,0,0,1
2,65,81,91,95,0,3,5,04dec2015,27,0,1,0,0
2,,79,100,100,1,6,4,04dec2015,64,1,0,0,0
2,90,95,97,93,1,5,5,04dec2015,30,1,0,0,1
2,100,100,16,35,1,5,4,04dec2015,24,0,0,0,1
2,90,100,70,75,0,3,7,04dec2015,19,0,0,0,1
2,90,90,70,80,1,5,3,04dec2015,43,1,0,0,0
2,85,90,65,90,1,5,5,04dec2015,25,0,0,0,0
2,50,50,86,100,0,4,2,04dec2015,47,1,1,0,1
2,17,36,100,100,1,3,1,04dec2015,39,0,0,0,1
2,80,100,85,100,1,6,7,05dec2015,59,0,1,0,1
2,46,60,59,71,0,3,5,05dec2015,21,1,1,0,1
2,,87,84,91,1,3,3,05dec2015,31,1,0,0,1
2,75,50,75,75,1,2,,05dec2015,71,0,1,0,1
2,82,91,84,60,1,5,7,05dec2015,23,0,0,0,0
2,25,50,83,89,1,3,7,05dec2015,23,1,1,0,1
2,100,100,100,100,0,5,7,05dec2015,53,1,0,0,1
2,90,96,100,100,0,3,6,05dec2015,27,0,0,0,1
2,47,59,93,78,1,5,1,05dec2015,34,1,0,0,1
2,93,92,35,75,1,6,5,05dec2015,29,0,0,0,0
2,98,100,85,90,0,5,5,05dec2015,22,1,0,0,1
2,80,70,90,60,0,5,6,05dec2015,29,0,0,0,1
2,80,,100,100,0,5,6,05dec2015,30,1,0,0,0
2,26,89,70,83,1,3,3,05dec2015,22,1,0,0,0
2,,50,80,99,0,4,6,05dec2015,21,0,0,0,1
2,41,50,100,100,1,4,4,05dec2015,27,0,1,0,1
2,,50,58,54,0,3,6,06dec2015,23,1,0,0,0
2,20,45,100,100,1,3,3,06dec2015,26,0,0,0,0
2,58,94,100,99,1,5,6,06dec2015,54,0,0,0,0
2,0,0,72,25,1,3,1,06dec2015,33,1,0,0,0
2,48,50,75,67,0,5,3,06dec2015,40,1,0,0,1
2,65,95,75,85,1,3,3,06dec2015,33,0,1,0,0
2,31,33,90,90,1,5,6,06dec2015,31,0,0,0,1
2,,75,100,95,1,2,4,06dec2015,20,0,0,0,1
2,50,82,27,60,1,6,4,06dec2015,29,0,0,0,1
2,83,92,10,70,0,4,7,06dec2015,23,0,0,0,0
2,,100,80,90,1,3,7,06dec2015,39,1,0,0,1
2,50,65,50,50,1,5,6,06dec2015,60,1,0,0,1
2,78,83,74,70,1,4,2,06dec2015,24,1,0,0,1
2,4,11,100,93,1,4,2,06dec2015,52,1,0,0,1
2,40,53,90,95,1,5,6,06dec2015,26,0,0,0,1
2,50,59,92,92,1,3,4,06dec2015,53,1,0,0,1
2,50,82,86,86,0,6,7,06dec2015,37,0,1,0,0
2,60,100,100,100,0,5,7,06dec2015,50,1,0,0,0
2,51,50,,89,1,5,4,06dec2015,25,0,0,0,1
2,75,95,35,90,0,2,5,06dec2015,40,0,0,0,1
2,90,100,77,94,1,5,4,06dec2015,30,1,0,0,0
2,,50,,92,0,4,5,06dec2015,22,1,0,0,1
2,50,60,80,72,1,3,5,06dec2015,22,0,0,0,1
2,16,25,93,91,1,5,4,06dec2015,41,0,0,0,1
2,0,81,100,100,1,4,7,06dec2015,51,0,0,0,1
2,50,75,96,99,1,3,2,06dec2015,26,1,0,0,1
2,,,90,90,1,5,6,06dec2015,50,0,0,0,1
2,,79,94,99,1,6,5,06dec2015,59,0,1,0,0
2,23,50,62,100,1,5,4,06dec2015,46,0,0,0,0
2,71,80,80,100,0,6,5,06dec2015,33,1,0,0,1
2,25,60,100,78,1,6,3,06dec2015,36,1,0,0,0
2,35,65,100,88,1,3,4,06dec2015,52,1,0,0,1
2,,,93,87,1,2,7,06dec2015,41,0,0,0,1
2,89,93,15,50,0,5,4,06dec2015,40,1,1,0,1
2,,,,,1,3,4,06dec2015,27,0,0,0,0
2,38,60,50,75,1,5,6,06dec2015,28,1,0,0,1
2,16,21,30,35,1,3,4,06dec2015,36,0,0,0,1
2,87,92,91,12,1,5,5,06dec2015,29,0,0,0,1
2,60,70,100,100,1,3,5,06dec2015,41,1,0,0,1
2,49,82,89,88,1,3,7,06dec2015,34,0,0,0,0
2,75,50,88,86,0,6,6,06dec2015,35,0,0,0,1
2,95,100,80,70,0,5,5,06dec2015,30,0,0,0,1
2,,84,47,100,1,3,5,06dec2015,24,0,0,0,1
2,,30,74,72,1,5,5,06dec2015,28,1,0,0,1
2,29,85,99,99,1,6,6,06dec2015,39,1,0,0,1
2,75,50,22,60,1,2,3,06dec2015,30,0,0,0,1
2,14,33,57,58,1,2,1,06dec2015,32,1,0,0,1
2,75,97,100,100,1,4,5,06dec2015,24,0,0,0,1
2,45,45,90,80,1,5,2,06dec2015,32,1,0,0,1
2,70,85,70,85,1,3,4,06dec2015,60,1,1,0,0
2,50,50,75,75,1,2,4,06dec2015,31,0,0,0,0
2,45,37,100,100,1,3,3,06dec2015,21,1,0,0,1
2,,,81,,0,5,6,06dec2015,29,1,0,0,1
2,,20,70,70,1,3,5,06dec2015,34,1,0,0,0
2,14,65,31,78,1,3,1,06dec2015,26,0,0,0,0
2,67,81,68,100,1,3,5,06dec2015,24,1,0,0,1
2,36,100,100,100,1,5,7,06dec2015,22,0,0,0,1
2,15,65,83,80,1,5,6,06dec2015,63,1,0,0,0
2,75,85,80,80,1,5,4,06dec2015,33,0,0,0,0
2,76,47,77,97,1,5,3,06dec2015,42,1,0,0,0
2,66,85,100,100,1,6,3,06dec2015,47,1,0,0,1
2,95,99,33,75,0,3,3,06dec2015,23,0,0,0,1
2,100,100,87,96,1,3,5,06dec2015,20,0,0,0,1
2,30,80,80,83,1,5,4,06dec2015,35,1,0,0,0
2,40,45,70,60,1,3,4,06dec2015,26,0,0,0,1
2,81,,35,65,1,3,5,06dec2015,27,1,1,0,0
2,90,90,5,20,0,3,6,06dec2015,24,0,0,0,0
2,25,25,80,80,1,5,1,06dec2015,48,1,0,0,0
2,65,95,75,80,1,3,3,06dec2015,21,1,0,0,1
2,64,66,66,75,0,5,5,06dec2015,29,1,0,0,0
2,50,50,100,100,1,3,4,07dec2015,31,0,1,0,0
2,75,100,55,40,1,5,2,07dec2015,25,1,0,0,0
2,50,50,72,67,1,3,4,07dec2015,51,0,0,0,1
2,33,65,78,92,1,3,6,07dec2015,21,0,0,0,1
2,50,50,50,50,1,2,4,07dec2015,342,0,0,0,1
2,100,100,38,63,1,5,4,07dec2015,45,0,0,1,0
2,50,50,100,100,0,2,4,07dec2015,42,1,0,0,0
2,,,100,100,1,3,4,07dec2015,36,0,0,0,1
2,50,50,50,50,1,5,4,07dec2015,26,0,1,0,0
2,80,80,80,80,1,6,7,07dec2015,50,0,0,0,1
2,21,22,82,83,1,6,4,07dec2015,65,0,0,0,1
2,85,77,79,72,0,3,3,07dec2015,25,1,1,0,1
2,100,100,24,64,1,1,4,07dec2015,22,0,0,0,1
2,25,35,90,90,1,3,3,07dec2015,66,1,0,0,0
2,69,,80,73,,3,6,07dec2015,28,1,0,0,0
2,49,45,90,95,0,2,3,07dec2015,51,1,0,0,0
2,,,,,,,,07dec2015,,0,1,0,
2,47,100,63,56,1,5,6,07dec2015,33,1,0,0,1
2,70,85,95,65,1,6,6,07dec2015,36,1,0,0,1
2,73,,74,100,1,5,7,07dec2015,24,0,0,0,1
2,74,80,75,75,1,3,3,07dec2015,27,0,0,0,0
2,50,100,100,95,1,5,7,07dec2015,29,0,0,0,0
2,50,100,50,50,1,6,7,07dec2015,31,0,0,0,1
2,37,50,84,86,1,5,6,07dec2015,23,0,0,0,0
2,50,50,52,45,0,5,6,07dec2015,37,0,0,0,1
2,77,89,88,95,1,6,7,07dec2015,28,0,0,0,0
2,55,90,100,100,1,5,5,07dec2015,25,0,0,0,0
2,100,100,100,100,1,3,4,07dec2015,54,1,1,0,1
2,6,43,99,98,1,5,3,07dec2015,30,0,0,0,1
2,61,63,0,0,1,6,4,07dec2015,28,1,0,0,0
2,100,100,,74,1,5,5,07dec2015,25,0,0,0,1
2,50,63,100,100,0,5,6,07dec2015,54,1,0,0,0
2,33,85,40,60,1,6,7,07dec2015,60,1,0,0,1
2,,,60,75,1,5,2,07dec2015,55,1,0,0,1
2,68,63,86,87,1,3,3,07dec2015,20,0,0,0,1
2,93,97,66,100,1,6,4,07dec2015,28,0,0,0,1
2,70,71,72,74,0,5,6,07dec2015,24,0,0,0,1
2,79,100,68,84,0,5,2,07dec2015,22,1,0,0,1
2,92,96,50,50,0,3,2,07dec2015,30,1,0,0,0
2,75,,29,,1,3,3,07dec2015,41,1,0,0,1
2,,90,72,77,1,3,5,07dec2015,21,0,0,0,1
2,20,51,100,78,1,3,4,07dec2015,31,1,0,0,1
2,55,60,60,65,0,5,4,07dec2015,35,1,0,0,0
2,50,54,62,62,1,3,5,07dec2015,26,0,0,0,0
2,50,50,100,94,1,4,4,08dec2015,26,0,1,0,1
2,40,62,67,42,1,5,6,08dec2015,24,1,0,0,1
2,100,100,60,97,1,3,4,08dec2015,27,1,0,0,0
2,81,75,73,90,1,6,5,08dec2015,,0,1,1,0
2,51,61,24,78,1,6,4,08dec2015,34,0,0,0,0
2,25,22,100,100,0,2,3,08dec2015,68,1,0,0,1
2,70,63,58,93,1,5,7,08dec2015,55,0,0,0,1
2,0,30,90,90,1,2,4,08dec2015,28,1,0,0,0
2,50,68,89,92,1,4,4,08dec2015,43,1,0,0,1
2,100,72,53,55,0,5,4,08dec2015,,0,0,1,0
2,73,67,67,85,1,3,5,08dec2015,27,1,0,0,0
2,70,50,100,100,0,3,4,08dec2015,26,0,1,0,1
2,100,100,100,60,1,3,5,08dec2015,21,0,0,0,1
2,90,100,13,99,1,4,2,08dec2015,28,1,0,0,1
2,20,40,100,100,1,6,5,08dec2015,37,0,0,0,0
2,,80,65,65,1,5,4,08dec2015,42,0,0,0,1
2,60,58,86,86,1,4,6,08dec2015,30,0,0,0,1
2,61,16,69,68,1,4,5,08dec2015,23,1,0,0,0
2,51,80,0,0,0,3,6,08dec2015,26,1,0,0,1
2,89,100,25,91,1,3,2,08dec2015,26,0,0,0,1
2,77,68,66,66,1,5,4,08dec2015,28,1,0,0,1
2,100,100,60,74,0,2,1,08dec2015,38,1,1,0,0
2,75,95,79,86,1,5,5,08dec2015,28,1,0,0,1
2,,,77,95,1,4,7,08dec2015,49,1,0,0,1
2,90,94,95,95,1,3,6,08dec2015,48,0,0,0,1
2,62,100,90,91,1,3,5,08dec2015,33,0,0,0,1
2,,,75,74,1,6,7,08dec2015,27,0,0,0,1
2,15,10,100,100,1,3,2,08dec2015,42,1,0,0,1
2,37,50,85,92,1,5,5,08dec2015,28,0,0,0,1
2,69,58,94,99,1,6,4,08dec2015,54,0,0,0,0
2,20,0,100,100,1,4,1,08dec2015,52,1,1,0,1
2,80,67,85,30,1,5,7,08dec2015,26,0,0,0,0
2,,100,,60,1,5,6,08dec2015,36,0,1,0,1
2,85,91,88,91,0,5,6,09dec2015,23,1,0,0,1
2,,50,90,90,1,3,2,09dec2015,32,0,0,0,0
2,90,80,91,92,0,4,5,09dec2015,26,0,1,0,1
2,13,84,100,100,1,3,5,09dec2015,28,0,0,0,1
2,50,76,68,69,1,5,1,09dec2015,33,1,0,0,0
2,,88,84,93,1,3,7,09dec2015,46,0,0,0,1
2,63,,94,97,1,4,6,09dec2015,46,1,0,0,1
2,38,52,10,9,1,6,1,09dec2015,27,1,0,0,0
2,52,51,51,58,1,3,4,09dec2015,35,0,0,0,1
2,48,6,100,100,1,3,5,09dec2015,44,1,0,0,1
2,52,100,57,96,1,3,3,09dec2015,19,1,0,0,1
2,0,0,,100,1,6,2,09dec2015,47,1,0,0,0
2,90,100,79,84,0,4,6,09dec2015,23,1,0,0,1
2,100,100,100,100,1,3,4,09dec2015,23,1,0,0,1
2,,,75,95,1,4,4,09dec2015,31,1,0,0,1
2,91,100,80,100,0,4,5,09dec2015,29,1,0,0,0
2,,100,100,100,1,4,5,09dec2015,39,0,1,0,0
2,100,100,100,100,1,5,6,09dec2015,24,1,1,0,1
2,79,100,29,,1,5,5,09dec2015,34,0,1,0,1
2,75,100,85,80,1,5,2,09dec2015,46,1,0,0,0
2,25,44,95,100,0,5,7,09dec2015,52,1,0,0,1
2,50,,63,61,1,4,1,09dec2015,35,1,0,0,1
2,,70,70,70,1,5,3,09dec2015,30,1,0,0,0
2,22,40,91,78,1,2,4,09dec2015,20,1,0,0,1
2,88,100,90,100,0,5,6,09dec2015,37,0,0,0,1
2,69,100,64,79,1,4,7,09dec2015,39,0,0,0,0
2,91,96,62,56,0,5,3,10dec2015,33,0,1,0,1
2,,,90,100,1,5,4,10dec2015,29,1,0,0,0
2,,,100,90,1,6,7,10dec2015,45,0,0,0,1
2,50,90,75,75,1,3,4,10dec2015,33,0,0,0,0
2,85,100,84,53,0,3,4,10dec2015,26,1,0,0,0
2,51,80,85,95,1,5,5,10dec2015,21,0,0,0,1
2,,60,80,80,0,3,6,10dec2015,54,1,0,0,1
2,22,26,50,50,0,5,7,10dec2015,40,0,0,0,1
2,3,,100,100,1,5,3,10dec2015,53,0,1,0,0
2,61,39,,,1,3,5,10dec2015,20,1,0,0,1
2,0,20,100,80,1,3,6,10dec2015,56,1,0,0,0
2,53,70,55,55,0,3,6,10dec2015,22,1,0,0,1
2,59,68,100,98,1,6,4,10dec2015,33,1,0,0,1
2,50,83,100,100,1,3,4,10dec2015,30,0,0,0,1
2,1,20,9,12,1,1,4,10dec2015,19,0,0,0,1
2,90,50,100,100,1,4,5,10dec2015,34,0,0,0,0
2,50,50,93,96,1,4,7,11dec2015,64,0,0,0,1
2,45,50,70,100,1,4,2,11dec2015,44,1,0,0,1
2,50,83,35,60,0,5,5,11dec2015,34,1,0,0,0
2,49,50,55,65,1,6,1,11dec2015,52,0,0,0,0
2,86,,76,87,0,5,5,11dec2015,68,0,0,0,1
2,80,90,82,86,1,5,6,11dec2015,23,0,0,0,1
2,66,55,100,100,1,5,5,11dec2015,26,1,1,0,1
2,82,89,100,100,1,5,6,11dec2015,29,0,0,0,1
2,,60,85,85,1,6,3,11dec2015,73,1,0,0,1
2,50,50,37,55,1,3,6,11dec2015,31,0,0,0,1
2,50,85,64,64,1,6,6,11dec2015,53,0,1,0,0
2,,,60,80,1,5,2,11dec2015,24,1,0,0,1
2,92,82,99,99,0,3,6,11dec2015,34,0,0,0,1
2,100,100,0,0,1,5,7,11dec2015,25,0,0,0,1
2,97,100,70,68,1,6,7,11dec2015,27,1,0,0,1
2,50,62,100,100,1,3,4,11dec2015,55,0,0,0,1
2,97,100,,,1,3,6,11dec2015,20,0,1,0,1
2,0,37,95,100,1,4,2,11dec2015,28,0,0,0,0
2,47,80,100,100,0,5,5,11dec2015,27,1,0,0,1
2,85,90,100,100,1,5,7,12dec2015,30,0,0,0,1
2,46,55,60,77,0,3,6,12dec2015,28,0,0,0,1
2,30,,85,100,1,5,3,12dec2015,49,1,0,0,1
2,50,86,88,83,1,6,3,12dec2015,26,1,0,0,1
2,50,50,100,100,1,3,1,12dec2015,25,1,0,0,1
2,50,50,80,80,1,6,2,12dec2015,32,1,0,0,1
2,70,70,80,90,1,6,3,12dec2015,39,1,0,0,1
2,79,80,55,55,1,4,7,12dec2015,36,0,1,0,1
2,95,100,97,98,0,3,7,12dec2015,34,1,0,0,1
2,100,88,73,78,1,3,5,12dec2015,32,0,1,0,1
2,51,87,45,56,1,5,5,12dec2015,26,0,1,0,0
2,90,92,100,100,0,3,6,12dec2015,22,1,1,0,1
2,85,100,0,0,1,3,5,12dec2015,28,0,0,0,1
2,18,34,65,59,0,5,6,12dec2015,48,0,1,0,0
2,0,0,50,50,1,4,4,12dec2015,24,0,0,0,1
2,36,18,92,93,1,5,1,12dec2015,57,1,0,0,0
2,35,50,81,72,1,5,3,12dec2015,33,1,0,0,0
2,90,98,33,65,1,3,4,12dec2015,37,1,0,0,1
2,25,16,75,75,1,5,4,12dec2015,,0,0,0,1
2,70,85,75,85,1,5,6,12dec2015,39,1,0,0,1
2,90,95,40,75,1,5,7,12dec2015,21,0,0,0,0
2,50,100,100,100,1,5,7,12dec2015,24,0,1,0,0
2,100,100,100,100,1,3,4,12dec2015,20,0,0,1,0
2,30,50,20,100,1,2,4,12dec2015,32,1,0,0,1
2,,,80,88,1,3,2,12dec2015,27,0,0,0,1
2,70,75,25,60,0,5,5,12dec2015,33,0,0,0,0
2,26,50,95,97,1,3,1,12dec2015,45,1,0,0,0
2,10,50,90,85,1,1,7,12dec2015,30,0,0,0,1
2,30,49,89,87,1,4,4,12dec2015,31,0,0,0,0
2,61,87,93,97,0,5,6,12dec2015,26,1,1,0,0
2,57,73,86,86,1,5,1,12dec2015,51,1,1,0,1
2,40,60,73,74,1,6,2,12dec2015,27,1,1,0,1
2,40,52,52,46,1,5,4,12dec2015,53,0,0,0,0
2,47,54,,48,1,5,4,12dec2015,32,0,0,0,0
2,100,100,60,100,1,2,7,12dec2015,20,0,1,0,0
2,100,100,100,100,1,3,7,12dec2015,21,0,0,0,0
2,34,,99,99,0,5,3,12dec2015,58,0,1,0,1
2,80,90,0,0,1,3,5,12dec2015,42,0,0,0,0
2,,,100,100,1,5,3,12dec2015,23,1,0,0,0
2,21,64,73,62,1,3,1,12dec2015,47,1,0,0,1
2,87,85,100,38,1,5,7,12dec2015,27,0,0,0,1
2,55,100,25,45,1,3,5,12dec2015,19,0,0,0,0
2,99,71,99,72,1,6,5,12dec2015,30,1,0,0,0
2,50,50,13,0,0,4,7,12dec2015,52,1,0,0,1
2,46,88,98,100,0,4,5,12dec2015,26,0,0,0,1
2,50,60,100,100,0,3,3,12dec2015,37,1,0,0,1
2,89,100,15,20,1,4,4,12dec2015,25,0,0,0,0
2,0,50,100,100,1,3,2,12dec2015,58,1,0,0,1
2,0,0,100,50,1,2,1,12dec2015,38,1,0,0,1
2,73,80,70,100,1,3,5,12dec2015,36,0,0,0,1
2,76,75,91,100,1,6,3,12dec2015,43,1,0,0,1
2,85,100,15,15,0,5,5,12dec2015,22,0,0,0,0
2,60,70,55,65,1,5,7,12dec2015,30,0,0,0,0
2,79,75,59,56,1,5,2,12dec2015,50,0,0,0,1
2,91,96,59,93,1,6,7,12dec2015,31,1,0,0,0
2,98,99,67,69,1,5,5,12dec2015,30,0,0,0,1
2,50,60,5,15,1,3,5,12dec2015,25,0,1,0,0
2,95,93,61,98,1,5,7,12dec2015,30,1,0,0,1
2,98,100,75,31,1,4,4,12dec2015,22,0,0,0,1
2,50,50,60,60,1,5,7,12dec2015,21,0,0,0,1
2,,,65,74,1,4,5,12dec2015,32,0,0,0,1
2,100,,75,75,1,5,7,12dec2015,36,1,1,0,0
2,,69,97,50,0,5,6,12dec2015,31,1,0,0,0
2,53,99,97,96,1,5,4,12dec2015,27,1,0,0,1
2,25,25,100,100,1,4,4,12dec2015,36,0,1,0,0
2,58,59,61,66,1,6,7,12dec2015,53,0,1,0,1
2,100,100,73,98,0,3,5,12dec2015,19,1,0,0,0
2,85,85,80,80,0,3,7,12dec2015,29,1,0,0,1
2,100,100,100,100,1,5,4,12dec2015,20,0,1,0,1
2,65,,50,,0,5,5,13dec2015,23,0,1,0,0
2,100,78,0,84,1,4,4,13dec2015,22,0,0,0,0
2,61,51,51,82,1,2,3,13dec2015,51,1,0,0,0
2,66,100,100,100,1,2,5,13dec2015,40,0,0,0,0
2,74,75,11,15,0,3,6,13dec2015,47,1,1,0,0
2,98,100,70,70,1,6,7,13dec2015,30,1,0,0,1
2,69,100,100,100,1,6,5,13dec2015,33,0,0,0,1
2,94,89,94,100,1,5,4,13dec2015,39,1,0,0,1
2,50,,60,60,0,5,7,13dec2015,40,0,0,0,1
2,30,45,95,95,1,6,2,13dec2015,51,1,1,0,0
2,50,75,100,100,1,4,4,13dec2015,32,0,0,0,1
2,80,100,100,100,1,6,7,13dec2015,30,1,0,0,0
2,78,84,23,21,0,5,4,13dec2015,51,0,0,0,1
2,50,40,68,86,1,5,4,13dec2015,22,1,0,0,1
2,29,66,79,84,1,5,2,13dec2015,33,1,0,0,0
2,19,19,81,83,1,4,3,13dec2015,45,0,0,0,1
2,84,81,81,100,1,3,3,13dec2015,25,0,0,0,1
2,88,87,67,82,1,5,6,13dec2015,26,0,0,0,1
2,,72,25,100,0,5,7,13dec2015,32,0,1,0,1
2,85,50,100,100,1,3,7,13dec2015,41,1,0,0,1
2,7,12,57,96,1,6,4,13dec2015,62,1,0,0,0
2,85,95,100,100,1,6,4,13dec2015,64,1,0,0,0
2,67,65,79,72,0,3,5,13dec2015,20,0,0,0,0
2,90,100,28,85,0,5,5,13dec2015,26,0,1,0,1
2,100,100,72,73,1,5,4,13dec2015,33,0,0,0,1
2,10,50,100,100,1,3,3,13dec2015,51,1,0,0,1
2,99,99,0,0,1,5,7,13dec2015,23,0,1,0,0
2,,61,87,99,1,6,5,13dec2015,55,0,1,0,0
2,60,,90,90,1,6,7,13dec2015,34,0,0,0,1
2,90,91,49,67,1,4,7,13dec2015,34,0,1,0,1
2,65,28,88,95,1,4,5,13dec2015,39,1,0,0,1
2,100,96,5,70,0,4,4,13dec2015,35,0,0,0,1
2,5,19,90,97,0,3,6,13dec2015,25,0,0,0,0
2,79,70,100,100,1,5,6,13dec2015,26,0,0,0,1
2,76,86,80,80,1,2,5,13dec2015,29,0,0,0,0
2,95,99,80,94,1,6,7,13dec2015,29,0,0,0,0
2,72,71,66,78,1,2,1,13dec2015,31,0,0,1,0
