attacks,muslimtherm,persmuslim,radconcernus,radconcernworld,white,edu,partyid,date,age,christian,CA,muslim,female
2,6,74,87,92,1,5,6,13dec2015,38,1,0,0,1
2,70,94,63,68,1,6,4,13dec2015,61,1,0,0,1
2,40,35,50,50,1,2,4,13dec2015,41,1,0,0,0
2,91,100,56,65,0,5,7,13dec2015,44,0,0,0,1
2,55,100,56,80,1,2,6,13dec2015,37,1,0,0,0
2,70,80,95,95,1,3,7,13dec2015,69,1,0,0,1
2,85,90,75,85,1,3,3,13dec2015,19,0,0,0,0
2,60,80,0,15,1,5,3,13dec2015,30,1,0,0,0
2,1,40,70,100,1,3,1,13dec2015,27,1,0,0,1
2,,70,65,90,1,5,4,13dec2015,23,1,0,0,1
2,41,55,74,81,1,5,5,13dec2015,33,0,1,0,0
2,48,51,88,95,1,2,1,13dec2015,49,1,0,0,1
2,20,80,30,100,1,5,2,13dec2015,47,1,0,0,0
2,85,86,75,80,1,6,7,13dec2015,31,1,1,0,0
2,76,83,98,67,1,6,4,13dec2015,55,0,0,0,0
2,,,11,12,1,6,3,13dec2015,41,1,0,0,0
2,97,98,78,74,1,2,5,13dec2015,21,0,0,0,1
2,100,100,24,24,1,3,7,13dec2015,47,0,0,0,0
2,100,100,0,0,1,3,4,13dec2015,20,1,1,0,0
2,85,81,90,90,1,6,2,13dec2015,28,1,0,0,0
2,87,94,45,78,0,3,4,13dec2015,25,0,0,0,1
2,100,100,100,100,1,2,5,14dec2015,30,0,0,0,0
2,31,50,100,100,1,5,3,14dec2015,29,1,0,0,0
2,64,78,71,73,1,5,3,14dec2015,30,1,0,0,0
2,25,75,90,70,1,3,6,14dec2015,35,1,0,0,0
2,74,100,75,75,0,6,6,14dec2015,28,1,0,0,1
2,61,90,91,100,1,3,7,14dec2015,25,0,0,0,0
2,80,,100,85,1,3,7,14dec2015,31,0,0,0,1
2,50,89,94,93,1,6,1,14dec2015,30,1,0,0,1
2,60,90,71,72,1,5,1,14dec2015,23,1,0,0,0
2,100,100,100,100,0,2,4,14dec2015,24,0,0,0,0
2,47,53,80,80,1,3,2,14dec2015,39,0,1,0,1
2,0,25,91,92,1,3,2,14dec2015,44,0,0,0,1
2,,62,55,72,1,5,7,14dec2015,27,0,0,0,1
2,59,75,70,100,1,3,4,14dec2015,28,0,0,0,1
2,70,95,40,60,1,4,7,14dec2015,26,0,0,0,1
2,75,70,100,100,1,3,5,14dec2015,21,0,0,0,1
2,81,52,40,76,1,5,3,14dec2015,22,1,0,0,1
2,60,70,52,65,1,6,5,14dec2015,36,0,0,0,0
2,75,,100,75,1,6,5,14dec2015,28,0,1,0,1
2,86,98,90,87,1,5,4,14dec2015,39,0,0,0,0
2,45,,76,79,1,3,4,14dec2015,32,1,0,0,0
2,60,30,100,100,1,2,3,14dec2015,30,0,1,0,0
2,50,80,90,90,1,3,3,14dec2015,56,1,1,0,1
2,50,55,20,70,0,5,3,14dec2015,24,1,1,0,0
2,64,30,43,59,1,5,3,14dec2015,27,1,1,0,0
2,75,100,100,100,1,3,5,14dec2015,41,1,0,0,1
2,,,66,67,1,3,5,14dec2015,38,1,0,0,1
2,,60,10,15,1,2,4,14dec2015,47,0,1,0,0
2,,85,94,89,1,5,6,14dec2015,24,1,0,0,1
2,64,92,61,98,1,2,5,14dec2015,21,0,0,0,0
2,75,,,76,1,6,5,14dec2015,24,1,0,0,1
2,76,77,59,81,1,3,7,14dec2015,47,0,0,0,0
2,83,83,5,7,0,3,7,14dec2015,21,1,0,0,1
2,4,20,27,75,1,5,4,14dec2015,22,0,0,0,0
2,50,69,74,91,1,3,3,14dec2015,29,0,0,0,0
2,46,50,67,81,1,4,6,14dec2015,37,1,0,0,1
2,52,50,72,73,1,5,2,14dec2015,35,1,0,0,1
2,50,60,100,100,1,4,4,14dec2015,24,0,0,0,0
2,70,85,93,100,1,3,5,14dec2015,19,0,0,0,1
2,50,52,32,29,1,5,4,14dec2015,45,0,0,0,0
2,50,50,64,64,0,5,5,14dec2015,49,1,0,0,1
2,100,100,57,81,1,5,7,14dec2015,,0,0,0,0
2,70,85,40,60,0,6,5,14dec2015,56,0,1,0,1
2,100,100,100,100,1,3,5,14dec2015,23,0,0,0,0
2,100,100,48,,1,3,4,14dec2015,37,0,1,0,1
2,35,60,45,55,1,6,6,14dec2015,27,0,1,0,0
2,33,26,79,78,1,3,3,14dec2015,34,1,0,0,0
2,75,100,100,100,1,3,5,14dec2015,31,0,0,0,1
2,0,28,100,100,1,5,3,14dec2015,63,1,0,0,1
2,52,75,43,87,1,5,3,14dec2015,30,0,0,0,1
2,62,80,99,65,0,1,4,14dec2015,29,0,0,0,0
2,75,70,70,87,1,5,5,14dec2015,28,0,0,0,1
2,50,50,65,65,1,4,4,14dec2015,39,0,0,0,1
2,67,61,61,65,1,6,5,14dec2015,30,0,0,0,0
2,40,60,65,75,1,5,2,14dec2015,40,1,0,0,0
2,,75,70,86,1,6,2,14dec2015,29,1,0,0,1
2,,100,100,100,0,5,7,14dec2015,37,1,0,0,1
2,49,55,22,83,1,3,2,14dec2015,23,1,1,0,0
2,60,70,15,70,1,5,6,14dec2015,33,0,0,0,0
2,,100,57,66,0,2,4,14dec2015,20,0,1,0,0
2,,,64,65,1,5,4,14dec2015,42,1,0,0,1
2,50,95,70,100,0,3,6,14dec2015,32,1,0,0,1
2,,,0,,1,3,5,14dec2015,32,0,1,0,1
2,75,18,99,,0,1,2,15dec2015,40,1,1,0,0
2,,,85,80,1,4,2,15dec2015,40,0,0,0,1
2,100,100,50,70,1,6,7,15dec2015,51,1,0,0,1
2,80,80,100,100,0,3,5,15dec2015,58,1,1,0,0
2,38,52,97,95,1,4,2,15dec2015,37,1,0,0,1
2,,87,10,10,1,6,3,15dec2015,48,1,0,0,0
2,81,75,15,15,1,3,3,15dec2015,20,0,0,0,0
2,45,70,57,70,1,4,3,15dec2015,42,1,0,0,0
2,75,76,100,100,1,5,2,15dec2015,33,1,0,0,0
2,,76,100,98,1,3,4,15dec2015,46,0,0,0,1
2,80,71,31,20,0,3,4,15dec2015,26,0,0,0,0
2,29,65,81,91,1,5,3,15dec2015,24,0,0,0,0
2,64,73,89,87,1,3,2,15dec2015,25,1,0,0,1
2,0,0,100,100,0,5,4,15dec2015,37,0,0,0,1
2,96,98,33,65,0,6,6,15dec2015,26,1,0,0,1
2,51,60,72,43,1,3,3,15dec2015,48,1,0,0,1
2,59,88,90,94,1,3,7,15dec2015,23,0,0,0,0
2,51,73,63,63,1,3,5,15dec2015,19,0,0,0,1
2,,72,25,80,1,3,1,15dec2015,20,1,0,0,1
2,40,100,90,90,0,5,1,15dec2015,31,1,0,0,1
2,54,100,43,63,1,4,3,15dec2015,40,1,0,0,1
2,50,50,60,70,1,3,5,15dec2015,27,0,1,0,0
2,88,99,88,90,0,5,7,15dec2015,37,0,1,0,0
2,65,70,85,95,1,3,6,15dec2015,60,1,0,0,1
2,61,77,95,96,0,5,5,15dec2015,36,1,0,0,1
2,47,13,60,81,1,3,6,15dec2015,21,0,0,0,1
2,50,50,100,69,0,3,4,15dec2015,19,0,0,0,1
2,55,,60,70,1,1,4,15dec2015,28,1,0,0,1
2,0,50,75,39,1,2,3,15dec2015,39,1,0,0,0
2,75,81,,59,0,6,5,15dec2015,27,1,0,0,1
2,84,100,71,100,0,5,5,15dec2015,21,0,0,0,1
2,75,50,39,55,0,5,4,15dec2015,24,1,1,0,1
2,,15,,38,1,5,1,16dec2015,25,1,0,0,0
2,68,81,96,99,1,6,6,16dec2015,28,1,0,0,0
